"shipment_id","supply_date","supply_month","mountain_region","company_name","goods_category","quantity_shipped","demand_level","route_difficulty","distance_km","altitude_meters","vehicle_type","weather_condition","landslide_risk","logistics_upgrade","delivery_time_hours","delay_hours","fuel_cost","driver_cost","maintenance_cost","revenue","total_cost","profit","profit_margin","customer_satisfaction","delivery_status","cost_per_km","revenue_per_unit","profit_per_unit","route_efficiency_score","risk_score","profit_category","operational_performance_rating","delay_category","revenue_category","efficiency_category"
"SH0082","2025-03-20","March","Munsiyari","Everest Cargo Solutions","Construction Material",796,"Low","Hard",342,4485,"Pickup Van","Rain","Medium","Yes",18,1,10333.0,3027.0,2866.0,48070.0,16226.0,31844.0,0.6625,4.8,"On Time",47.44,60.39,796.0,9311.11,5,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0083","2025-01-03","January","Munsiyari","Everest Cargo Solutions","Construction Material",519,"High","Hard",250,2823,"Pickup Van","Clear","Medium","No",13,1,8986.0,4496.0,3354.0,21513.0,16836.0,4677.0,0.2174,4.6,"On Time",67.34,41.45,519.0,1870.8,5,"Low Profit","Average","Minor Delay","Basic","Low"
"SH0084","2025-11-04","November","Chamoli","PeakRoute Supply","Construction Material",333,"Low","Medium",145,5155,"Pickup Van","Clear","Low","Yes",7,0,5022.0,1695.0,1409.0,65368.0,8126.0,57242.0,0.8757,5.0,"On Time",56.04,196.3,333.0,39477.24,3,"High Profit","Excellent","No Delay","Standard","Medium"
"SH0085","2025-04-24","April","Tungnath","Everest Cargo Solutions","Food Supplies",86,"Low","Hard",305,3173,"Mini Truck","Clear","Low","Yes",15,0,5147.0,1721.0,2969.0,16538.0,9837.0,6701.0,0.4052,5.0,"On Time",32.25,192.3,86.0,2197.05,4,"Low Profit","Good","No Delay","Basic","Low"
"SH0086","2025-10-14","October","Spiti","Altitude Movers","Trekking Equipment",59,"Low","Hard",132,4163,"Mini Truck","Rain","Low","No",10,4,8163.0,1042.0,2774.0,19858.0,11979.0,7879.0,0.3968,4.2,"On Time",90.75,336.58,59.0,5968.94,4,"Low Profit","Good","Moderate Delay","Basic","Low"
"SH0087","2025-03-05","March","Kedarnath","PeakRoute Supply","Trekking Equipment",484,"Low","Medium",298,5041,"Off-road Vehicle","Clear","High","Yes",16,2,4621.0,2316.0,1509.0,16405.0,8446.0,7959.0,0.4852,4.7,"On Time",28.34,33.89,484.0,2670.81,5,"Low Profit","Good","Minor Delay","Basic","Low"
"SH0088","2025-02-01","February","Uttarkashi","Altitude Movers","Retail Goods",971,"Medium","Easy",386,4476,"Pickup Van","Snow","Medium","Yes",24,5,3389.0,4851.0,3221.0,54335.0,11461.0,42874.0,0.7891,4.2,"Delayed",29.69,55.96,971.0,11107.25,3,"Medium Profit","Average","Moderate Delay","Standard","Low"
"SH0089","2025-05-17","May","Auli","SnowPeak Logistics","Retail Goods",687,"Low","Medium",222,5045,"Truck","Rain","High","Yes",15,4,4127.0,2104.0,1118.0,58844.0,7349.0,51495.0,0.8751,4.4,"On Time",33.1,85.65,687.0,23195.95,5,"High Profit","Good","Moderate Delay","Standard","Low"
"SH0090","2025-02-15","February","Uttarkashi","Himalayan Freight","Fuel & Energy",368,"Medium","Medium",179,3078,"Truck","Rain","Medium","No",11,3,6296.0,2295.0,2536.0,30061.0,11127.0,18934.0,0.6299,4.3,"On Time",62.16,81.69,368.0,10577.65,4,"Low Profit","Good","Moderate Delay","Basic","Low"
"SH0091","2025-08-12","August","Roopkund","PeakRoute Supply","Construction Material",740,"Low","Easy",50,5044,"Truck","Clear","Low","Yes",4,0,3935.0,1502.0,2037.0,45872.0,7474.0,38398.0,0.8371,5.0,"On Time",149.48,61.99,740.0,76796.0,2,"Medium Profit","Excellent","No Delay","Standard","High"
"SH0092","2025-06-14","June","Chamoli","Everest Cargo Solutions","Construction Material",743,"High","Easy",339,2961,"Pickup Van","Snow","Low","Yes",21,5,4739.0,4002.0,2447.0,23303.0,11188.0,12115.0,0.5199,4.2,"Delayed",33.0,31.36,743.0,3573.75,2,"Low Profit","Average","Moderate Delay","Basic","Low"
"SH0093","2025-11-16","November","Uttarkashi","PeakRoute Supply","Trekking Equipment",919,"Low","Easy",53,4033,"Truck","Rain","Low","Yes",4,1,5733.0,2737.0,2103.0,66277.0,10573.0,55704.0,0.8405,4.8,"On Time",199.49,72.12,919.0,105101.89,2,"High Profit","Excellent","Minor Delay","Standard","High"
"SH0094","2025-11-13","November","Leh","SnowPeak Logistics","Trekking Equipment",90,"Medium","Hard",72,3433,"Off-road Vehicle","Rain","Low","Yes",6,3,5902.0,2621.0,3452.0,24383.0,11975.0,12408.0,0.5089,4.5,"On Time",166.32,270.92,90.0,17233.33,4,"Low Profit","Good","Moderate Delay","Basic","Low"
"SH0095","2025-08-05","August","Badrinath","Himalayan Freight","Fuel & Energy",491,"Low","Medium",163,3655,"Mini Truck","Clear","Medium","Yes",8,0,3731.0,5838.0,2622.0,74317.0,12191.0,62126.0,0.836,5.0,"On Time",74.79,151.36,491.0,38114.11,4,"High Profit","Excellent","No Delay","Premium","Medium"
"SH0096","2025-11-16","November","Valley of Flowers","Altitude Movers","Construction Material",478,"Low","Medium",91,4974,"Pickup Van","Clear","Medium","No",6,2,5405.0,2701.0,642.0,16329.0,8748.0,7581.0,0.4643,4.5,"On Time",96.13,34.16,478.0,8330.77,4,"Low Profit","Good","Minor Delay","Basic","Low"
"SH0097","2025-03-28","March","Valley of Flowers","Altitude Movers","Fuel & Energy",621,"Medium","Medium",190,4490,"Truck","Clear","Medium","No",9,0,4622.0,1232.0,2716.0,20660.0,8570.0,12090.0,0.5852,4.8,"On Time",45.11,33.27,621.0,6363.16,4,"Low Profit","Excellent","No Delay","Basic","Low"
"SH0098","2025-11-07","November","Leh","PeakRoute Supply","Food Supplies",241,"Low","Medium",368,3677,"Pickup Van","Rain","Medium","No",22,4,4840.0,3151.0,679.0,44181.0,8670.0,35511.0,0.8038,4.2,"On Time",23.56,183.32,241.0,9649.73,4,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0099","2025-06-12","June","Uttarkashi","Altitude Movers","Fuel & Energy",780,"Medium","Medium",232,2396,"Off-road Vehicle","Clear","Low","No",12,1,4205.0,1184.0,2874.0,58607.0,8263.0,50344.0,0.859,4.6,"On Time",35.62,75.14,780.0,21700.0,3,"High Profit","Excellent","Minor Delay","Standard","Low"
"SH0100","2025-06-21","June","Yamunotri","MountainLink Transport","Fuel & Energy",441,"Medium","Easy",273,1737,"Off-road Vehicle","Clear","Low","Yes",13,0,4367.0,4227.0,779.0,77488.0,9373.0,68115.0,0.879,5.0,"On Time",34.33,175.71,441.0,24950.55,2,"High Profit","Excellent","No Delay","Premium","Low"
"SH0101","2025-10-31","October","Roopkund","Everest Cargo Solutions","Fuel & Energy",471,"High","Easy",378,5313,"Pickup Van","Rain","Low","No",23,5,4133.0,2278.0,2962.0,74181.0,9373.0,64808.0,0.8736,4.0,"Delayed",24.8,157.5,471.0,17144.97,2,"High Profit","Average","Moderate Delay","Premium","Low"
"SH0102","2025-04-30","April","Munsiyari","Altitude Movers","Trekking Equipment",261,"Low","Medium",331,2062,"Mini Truck","Clear","Low","Yes",16,0,3534.0,1283.0,942.0,34395.0,5759.0,28636.0,0.8326,5.0,"On Time",17.4,131.78,261.0,8651.36,3,"Medium Profit","Excellent","No Delay","Basic","Low"
"SH0103","2025-09-17","September","Yamunotri","Altitude Movers","Construction Material",951,"High","Hard",213,1534,"Truck","Clear","Low","Yes",10,0,8212.0,4964.0,2642.0,31358.0,15818.0,15540.0,0.4956,5.0,"On Time",74.26,32.97,951.0,7295.77,4,"Low Profit","Good","No Delay","Basic","Low"
"SH0104","2025-09-29","September","Tungnath","Everest Cargo Solutions","Food Supplies",97,"Medium","Easy",237,2974,"Off-road Vehicle","Clear","Medium","Yes",11,0,2827.0,3186.0,654.0,50341.0,6667.0,43674.0,0.8676,5.0,"On Time",28.13,518.98,97.0,18427.85,3,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0105","2025-11-24","November","Badrinath","Everest Cargo Solutions","Food Supplies",561,"Low","Easy",318,5110,"Off-road Vehicle","Rain","Medium","No",20,5,3714.0,3467.0,2322.0,24335.0,9503.0,14832.0,0.6095,4.0,"Delayed",29.88,43.38,561.0,4664.15,3,"Low Profit","Average","Moderate Delay","Basic","Low"
"SH0106","2025-10-21","October","Auli","MountainLink Transport","Retail Goods",778,"High","Medium",201,4912,"Mini Truck","Clear","Low","No",10,0,8610.0,4069.0,1182.0,38930.0,13861.0,25069.0,0.644,4.8,"On Time",68.96,50.04,778.0,12472.14,3,"Medium Profit","Excellent","No Delay","Basic","Low"
"SH0107","2025-09-22","September","Leh","Everest Cargo Solutions","Construction Material",388,"Medium","Easy",163,3474,"Truck","Clear","Low","Yes",8,0,3667.0,2729.0,861.0,17180.0,7257.0,9923.0,0.5776,5.0,"On Time",44.52,44.28,388.0,6087.73,2,"Low Profit","Excellent","No Delay","Basic","Low"
"SH0108","2025-11-24","November","Hemkund Sahib","Everest Cargo Solutions","Medical Supplies",493,"Low","Medium",82,3228,"Off-road Vehicle","Clear","Low","No",6,2,8239.0,2216.0,1856.0,88296.0,12311.0,75985.0,0.8606,4.6,"On Time",150.13,179.1,493.0,92664.63,3,"High Profit","Excellent","Minor Delay","Premium","High"
"SH0109","2025-09-23","September","Yamunotri","Everest Cargo Solutions","Medical Supplies",700,"Medium","Hard",61,5064,"Off-road Vehicle","Clear","Low","No",4,1,7029.0,4718.0,2732.0,54538.0,14479.0,40059.0,0.7345,4.7,"On Time",237.36,77.91,700.0,65670.49,4,"Medium Profit","Excellent","Minor Delay","Standard","High"
"SH0110","2025-10-14","October","Spiti","Himalayan Freight","Food Supplies",349,"Low","Medium",187,1509,"Mini Truck","Clear","Low","No",11,2,6239.0,3711.0,2121.0,27067.0,12071.0,14996.0,0.554,4.5,"On Time",64.55,77.56,349.0,8019.25,3,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0111","2025-01-06","January","Gangotri","Everest Cargo Solutions","Medical Supplies",784,"Medium","Medium",248,1776,"Mini Truck","Rain","Low","Yes",13,1,8046.0,2554.0,2666.0,34992.0,13266.0,21726.0,0.6209,4.9,"On Time",53.49,44.63,784.0,8760.48,3,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0112","2025-03-13","March","Munsiyari","PeakRoute Supply","Fuel & Energy",146,"Medium","Medium",338,2483,"Mini Truck","Rain","Low","Yes",17,1,4092.0,3876.0,2817.0,33239.0,10785.0,22454.0,0.6755,4.8,"On Time",31.91,227.66,146.0,6643.2,3,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0113","2025-09-23","September","Hemkund Sahib","MountainLink Transport","Medical Supplies",692,"Medium","Medium",127,3636,"Mini Truck","Clear","Low","Yes",6,0,7500.0,2152.0,1793.0,46843.0,11445.0,35398.0,0.7557,5.0,"On Time",90.12,67.69,692.0,27872.44,3,"Medium Profit","Excellent","No Delay","Standard","Medium"
"SH0114","2025-01-23","January","Auli","Altitude Movers","Construction Material",596,"Medium","Easy",358,1823,"Off-road Vehicle","Clear","Low","Yes",17,0,2373.0,1915.0,2457.0,60520.0,6745.0,53775.0,0.8885,5.0,"On Time",18.84,101.54,596.0,15020.95,2,"High Profit","Excellent","No Delay","Standard","Low"
"SH0115","2025-06-26","June","Leh","PeakRoute Supply","Trekking Equipment",369,"High","Easy",133,2481,"Off-road Vehicle","Clear","Medium","No",7,1,3574.0,2525.0,2943.0,50677.0,9042.0,41635.0,0.8216,4.6,"On Time",67.98,137.34,369.0,31304.51,3,"Medium Profit","Excellent","Minor Delay","Standard","Medium"
"SH0116","2025-04-14","April","Valley of Flowers","PeakRoute Supply","Medical Supplies",573,"Medium","Hard",347,5390,"Truck","Clear","Medium","No",19,2,6821.0,5231.0,4137.0,81179.0,16189.0,64990.0,0.8006,4.6,"On Time",46.65,141.67,573.0,18729.11,5,"High Profit","Excellent","Minor Delay","Premium","Low"
"SH0117","2025-03-13","March","Badrinath","MountainLink Transport","Fuel & Energy",772,"High","Easy",298,2298,"Pickup Van","Clear","Medium","No",16,2,7449.0,4391.0,1158.0,52688.0,12998.0,39690.0,0.7533,4.5,"On Time",43.62,68.25,772.0,13318.79,3,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0118","2025-02-24","February","Valley of Flowers","Himalayan Freight","Food Supplies",77,"Low","Easy",205,2923,"Off-road Vehicle","Rain","Low","Yes",13,3,4904.0,1003.0,2093.0,73910.0,8000.0,65910.0,0.8918,4.5,"On Time",39.02,959.87,77.0,32151.22,2,"High Profit","Good","Moderate Delay","Premium","Medium"
"SH0119","2025-09-29","September","Roopkund","Himalayan Freight","Fuel & Energy",363,"Medium","Hard",239,3696,"Off-road Vehicle","Fog","Medium","Yes",11,0,7238.0,2349.0,4098.0,55865.0,13685.0,42180.0,0.755,5.0,"On Time",57.26,153.9,363.0,17648.54,5,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0120","2025-07-08","July","Valley of Flowers","Himalayan Freight","Medical Supplies",425,"Medium","Easy",326,2608,"Truck","Clear","Low","No",17,1,6502.0,5721.0,1819.0,60998.0,14042.0,46956.0,0.7698,4.7,"On Time",43.07,143.52,425.0,14403.68,2,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0121","2025-08-25","August","Auli","Himalayan Freight","Food Supplies",292,"Low","Medium",132,5480,"Pickup Van","Clear","Medium","No",6,0,5875.0,2820.0,1482.0,24005.0,10177.0,13828.0,0.576,4.8,"On Time",77.1,82.21,292.0,10475.76,4,"Low Profit","Excellent","No Delay","Basic","Low"
"SH0122","2025-11-21","November","Munsiyari","Everest Cargo Solutions","Medical Supplies",722,"Medium","Hard",277,5381,"Truck","Clear","Low","No",14,1,10045.0,3351.0,4158.0,63355.0,17554.0,45801.0,0.7229,4.7,"On Time",63.37,87.75,722.0,16534.66,4,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0123","2025-12-11","December","Yamunotri","MountainLink Transport","Construction Material",280,"Low","Easy",69,3305,"Mini Truck","Clear","Medium","No",4,1,7537.0,5870.0,942.0,59023.0,14349.0,44674.0,0.7569,4.6,"On Time",207.96,210.8,280.0,64744.93,3,"Medium Profit","Excellent","Minor Delay","Standard","High"
"SH0124","2025-03-12","March","Yamunotri","Everest Cargo Solutions","Construction Material",419,"High","Hard",341,1910,"Pickup Van","Rain","Low","Yes",19,2,8400.0,2348.0,3849.0,41460.0,14597.0,26863.0,0.6479,4.7,"On Time",42.81,98.95,419.0,7877.71,4,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0125","2025-11-10","November","Chamoli","SnowPeak Logistics","Medical Supplies",129,"High","Medium",62,4448,"Off-road Vehicle","Rain","Low","Yes",5,2,5840.0,3097.0,1602.0,43336.0,10539.0,32797.0,0.7568,4.8,"On Time",169.98,335.94,129.0,52898.39,3,"Medium Profit","Excellent","Minor Delay","Standard","High"
"SH0126","2025-12-21","December","Spiti","PeakRoute Supply","Food Supplies",423,"High","Medium",148,4288,"Pickup Van","Clear","Medium","No",7,0,5423.0,5392.0,1578.0,42725.0,12393.0,30332.0,0.7099,4.8,"On Time",83.74,101.0,423.0,20494.59,4,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0127","2025-06-10","June","Roopkund","MountainLink Transport","Trekking Equipment",750,"High","Easy",105,5085,"Truck","Rain","High","Yes",6,1,4970.0,2428.0,2331.0,25829.0,9729.0,16100.0,0.6233,4.8,"On Time",92.66,34.44,750.0,15333.33,4,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0128","2025-05-24","May","Chamoli","Himalayan Freight","Fuel & Energy",57,"High","Medium",171,2157,"Mini Truck","Clear","High","Yes",9,1,6164.0,2674.0,2719.0,64897.0,11557.0,53340.0,0.8219,4.8,"On Time",67.58,1138.54,57.0,31192.98,5,"High Profit","Excellent","Minor Delay","Standard","Medium"
"SH0129","2025-11-28","November","Uttarkashi","MountainLink Transport","Medical Supplies",381,"High","Hard",302,2347,"Mini Truck","Snow","Medium","Yes",21,6,8636.0,3455.0,4540.0,55308.0,16631.0,38677.0,0.6993,4.2,"Delayed",55.07,145.17,381.0,12806.95,5,"Medium Profit","Average","Severe Delay","Standard","Low"
"SH0130","2025-02-08","February","Kedarnath","MountainLink Transport","Trekking Equipment",443,"High","Medium",275,4728,"Truck","Clear","Low","No",14,1,8272.0,5217.0,2311.0,38259.0,15800.0,22459.0,0.587,4.6,"On Time",57.45,86.36,443.0,8166.91,3,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0131","2025-07-15","July","Gangotri","SnowPeak Logistics","Retail Goods",348,"Medium","Easy",64,2866,"Off-road Vehicle","Rain","High","Yes",6,3,7175.0,2642.0,2400.0,56034.0,12217.0,43817.0,0.782,4.5,"On Time",190.89,161.02,348.0,68464.06,4,"Medium Profit","Good","Moderate Delay","Standard","High"
"SH0132","2025-02-23","February","Leh","SnowPeak Logistics","Construction Material",626,"High","Hard",76,4706,"Mini Truck","Snow","High","Yes",13,10,9146.0,5190.0,3447.0,64812.0,17783.0,47029.0,0.7256,3.5,"Delayed",233.99,103.53,626.0,61880.26,6,"Medium Profit","Poor","Severe Delay","Standard","High"
"SH0133","2025-02-20","February","Kedarnath","Everest Cargo Solutions","Trekking Equipment",456,"High","Easy",383,4151,"Off-road Vehicle","Rain","Low","Yes",21,2,7909.0,5816.0,1592.0,23510.0,15317.0,8193.0,0.3485,4.7,"On Time",39.99,51.56,456.0,2139.16,2,"Low Profit","Average","Minor Delay","Basic","Low"
"SH0134","2025-02-10","February","Leh","SnowPeak Logistics","Construction Material",575,"Low","Hard",293,1637,"Pickup Van","Snow","Medium","Yes",20,6,10083.0,5874.0,4702.0,53608.0,20659.0,32949.0,0.6146,4.1,"Delayed",70.51,93.23,575.0,11245.39,5,"Medium Profit","Average","Severe Delay","Standard","Low"
"SH0135","2025-04-21","April","Auli","PeakRoute Supply","Construction Material",659,"Medium","Medium",372,4918,"Truck","Clear","Medium","No",20,2,3644.0,4442.0,2038.0,58590.0,10124.0,48466.0,0.8272,4.5,"On Time",27.22,88.91,659.0,13028.49,4,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0136","2025-04-01","April","Hemkund Sahib","MountainLink Transport","Construction Material",532,"Low","Hard",217,3621,"Truck","Snow","Medium","Yes",18,8,10639.0,1176.0,4012.0,25140.0,15827.0,9313.0,0.3704,3.8,"Delayed",72.94,47.26,532.0,4291.71,5,"Low Profit","Poor","Severe Delay","Basic","Low"
"SH0137","2025-08-17","August","Kedarnath","Himalayan Freight","Food Supplies",712,"High","Easy",248,2167,"Mini Truck","Rain","High","No",19,7,5705.0,1275.0,2841.0,41401.0,9821.0,31580.0,0.7628,3.8,"Delayed",39.6,58.15,712.0,12733.87,4,"Medium Profit","Poor","Severe Delay","Standard","Low"
"SH0138","2025-06-22","June","Munsiyari","MountainLink Transport","Food Supplies",677,"High","Easy",241,4587,"Off-road Vehicle","Clear","Low","No",13,1,6633.0,5220.0,1789.0,77846.0,13642.0,64204.0,0.8248,4.6,"On Time",56.61,114.99,677.0,26640.66,2,"High Profit","Excellent","Minor Delay","Premium","Medium"
"SH0139","2025-02-23","February","Badrinath","MountainLink Transport","Retail Goods",455,"High","Hard",367,2067,"Truck","Rain","Medium","No",22,4,7658.0,1153.0,3493.0,77127.0,12304.0,64823.0,0.8405,4.2,"On Time",33.53,169.51,455.0,17662.94,5,"High Profit","Good","Moderate Delay","Premium","Low"
"SH0140","2025-12-22","December","Valley of Flowers","MountainLink Transport","Medical Supplies",832,"Medium","Hard",52,5280,"Truck","Clear","Low","No",4,2,6767.0,3907.0,1874.0,35848.0,12548.0,23300.0,0.65,4.6,"On Time",241.31,43.09,832.0,44807.69,4,"Low Profit","Excellent","Minor Delay","Basic","Medium"
"SH0141","2025-04-18","April","Valley of Flowers","PeakRoute Supply","Trekking Equipment",279,"Medium","Medium",332,4222,"Mini Truck","Clear","Medium","Yes",16,0,8321.0,1989.0,2727.0,23048.0,13037.0,10011.0,0.4344,5.0,"On Time",39.27,82.61,279.0,3015.36,4,"Low Profit","Good","No Delay","Basic","Low"
"SH0142","2025-12-12","December","Valley of Flowers","PeakRoute Supply","Medical Supplies",144,"Medium","Medium",54,2200,"Pickup Van","Rain","Low","No",6,4,5969.0,2660.0,2580.0,66310.0,11209.0,55101.0,0.831,4.3,"On Time",207.57,460.49,144.0,102038.89,3,"High Profit","Good","Moderate Delay","Standard","High"
"SH0143","2025-08-28","August","Spiti","SnowPeak Logistics","Medical Supplies",474,"High","Hard",225,3491,"Truck","Clear","Medium","No",12,1,5136.0,1786.0,2118.0,51491.0,9040.0,42451.0,0.8244,4.7,"On Time",40.18,108.63,474.0,18867.11,5,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0144","2025-09-11","September","Auli","SnowPeak Logistics","Construction Material",987,"Low","Medium",172,5453,"Off-road Vehicle","Rain","High","No",14,6,7855.0,3298.0,1056.0,15595.0,12209.0,3386.0,0.2171,3.9,"Delayed",70.98,15.8,987.0,1968.6,5,"Low Profit","Average","Severe Delay","Basic","Low"
"SH0145","2025-04-15","April","Spiti","MountainLink Transport","Fuel & Energy",944,"Medium","Hard",314,2673,"Off-road Vehicle","Rain","Medium","No",18,3,5115.0,1665.0,3544.0,43035.0,10324.0,32711.0,0.7601,4.3,"On Time",32.88,45.59,944.0,10417.52,5,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0146","2025-06-17","June","Valley of Flowers","Everest Cargo Solutions","Fuel & Energy",529,"Low","Easy",163,2898,"Mini Truck","Snow","High","Yes",16,8,4704.0,5966.0,3517.0,65569.0,14187.0,51382.0,0.7836,3.8,"Delayed",87.04,123.95,529.0,31522.7,4,"High Profit","Poor","Severe Delay","Standard","Medium"
"SH0147","2025-11-20","November","Valley of Flowers","PeakRoute Supply","Medical Supplies",729,"Low","Hard",183,5164,"Truck","Rain","Low","No",13,4,6519.0,1233.0,2290.0,46911.0,10042.0,36869.0,0.7859,4.3,"On Time",54.87,64.35,729.0,20146.99,4,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0148","2025-05-09","May","Munsiyari","Everest Cargo Solutions","Construction Material",782,"Medium","Easy",60,1971,"Mini Truck","Snow","Medium","No",7,4,4952.0,1110.0,2304.0,56651.0,8366.0,48285.0,0.8523,4.2,"On Time",139.43,72.44,782.0,80475.0,3,"Medium Profit","Good","Moderate Delay","Standard","High"
"SH0149","2025-01-31","January","Uttarkashi","Himalayan Freight","Medical Supplies",268,"High","Hard",96,4099,"Pickup Van","Clear","Low","Yes",4,0,8931.0,1248.0,4143.0,67591.0,14322.0,53269.0,0.7881,5.0,"On Time",149.19,252.21,268.0,55488.54,4,"High Profit","Excellent","No Delay","Standard","High"
"SH0150","2025-02-23","February","Tungnath","PeakRoute Supply","Retail Goods",684,"High","Medium",382,3091,"Truck","Clear","Low","Yes",19,0,7395.0,1300.0,1597.0,46435.0,10292.0,36143.0,0.7784,5.0,"On Time",26.94,67.89,684.0,9461.52,3,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0151","2025-09-11","September","Kedarnath","Everest Cargo Solutions","Food Supplies",997,"Medium","Easy",398,1521,"Truck","Snow","Low","Yes",21,2,4454.0,3093.0,2753.0,33988.0,10300.0,23688.0,0.697,4.7,"On Time",25.88,34.09,997.0,5951.76,2,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0152","2025-07-25","July","Spiti","SnowPeak Logistics","Retail Goods",335,"Medium","Medium",129,3149,"Off-road Vehicle","Clear","Low","No",7,1,3034.0,3075.0,1772.0,17488.0,7881.0,9607.0,0.5493,4.6,"On Time",61.09,52.2,335.0,7447.29,3,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0153","2025-06-01","June","Valley of Flowers","Everest Cargo Solutions","Fuel & Energy",154,"High","Medium",132,3272,"Pickup Van","Rain","Low","No",8,2,3732.0,2799.0,2544.0,27020.0,9075.0,17945.0,0.6641,4.5,"On Time",68.75,175.45,154.0,13594.7,3,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0154","2025-02-03","February","Hemkund Sahib","Everest Cargo Solutions","Retail Goods",209,"Low","Medium",197,5054,"Pickup Van","Clear","Medium","Yes",9,0,5646.0,1571.0,2433.0,43333.0,9650.0,33683.0,0.7773,5.0,"On Time",48.98,207.33,209.0,17097.97,4,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0155","2025-11-07","November","Badrinath","MountainLink Transport","Medical Supplies",59,"High","Medium",100,5003,"Pickup Van","Clear","High","No",8,3,7040.0,3535.0,1726.0,88822.0,12301.0,76521.0,0.8615,4.4,"On Time",123.01,1505.46,59.0,76521.0,5,"High Profit","Good","Moderate Delay","Premium","High"
"SH0156","2025-12-03","December","Hemkund Sahib","SnowPeak Logistics","Medical Supplies",662,"Low","Medium",399,2532,"Pickup Van","Rain","Medium","No",22,3,4500.0,3017.0,1423.0,49556.0,8940.0,40616.0,0.8196,4.4,"On Time",22.41,74.86,662.0,10179.45,4,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0157","2025-05-26","May","Munsiyari","Himalayan Freight","Food Supplies",189,"High","Medium",365,3752,"Off-road Vehicle","Rain","Medium","No",21,3,4244.0,2193.0,1147.0,75967.0,7584.0,68383.0,0.9002,4.3,"On Time",20.78,401.94,189.0,18735.07,4,"High Profit","Good","Moderate Delay","Premium","Low"
"SH0158","2025-04-16","April","Chamoli","Altitude Movers","Fuel & Energy",180,"Medium","Easy",242,5060,"Off-road Vehicle","Rain","High","No",19,7,2333.0,2524.0,2706.0,30249.0,7563.0,22686.0,0.75,3.8,"Delayed",31.25,168.05,180.0,9374.38,4,"Low Profit","Poor","Severe Delay","Basic","Low"
"SH0159","2025-07-30","July","Uttarkashi","PeakRoute Supply","Fuel & Energy",534,"Low","Easy",368,4575,"Off-road Vehicle","Rain","Medium","No",23,5,3393.0,1794.0,2171.0,33580.0,7358.0,26222.0,0.7809,4.0,"Delayed",19.99,62.88,534.0,7125.54,3,"Medium Profit","Average","Moderate Delay","Basic","Low"
"SH0160","2025-10-23","October","Tungnath","Everest Cargo Solutions","Medical Supplies",667,"Medium","Easy",133,5362,"Truck","Fog","Medium","Yes",7,1,3830.0,2218.0,2671.0,54543.0,8719.0,45824.0,0.8401,4.9,"On Time",65.56,81.77,667.0,34454.14,3,"Medium Profit","Excellent","Minor Delay","Standard","Medium"
"SH0161","2025-05-03","May","Hemkund Sahib","MountainLink Transport","Retail Goods",530,"Low","Medium",145,4619,"Truck","Rain","Medium","No",11,4,8254.0,4571.0,1915.0,44623.0,14740.0,29883.0,0.6697,4.2,"On Time",101.66,84.19,530.0,20608.97,4,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0162","2025-06-27","June","Spiti","MountainLink Transport","Retail Goods",603,"Low","Hard",182,4079,"Truck","Clear","Medium","No",11,2,9542.0,2532.0,2430.0,65607.0,14504.0,51103.0,0.7789,4.5,"On Time",79.69,108.8,603.0,28078.57,5,"High Profit","Excellent","Minor Delay","Standard","Medium"
"SH0163","2025-02-18","February","Badrinath","MountainLink Transport","Construction Material",56,"High","Easy",358,2701,"Mini Truck","Clear","Medium","Yes",17,0,6977.0,5262.0,2299.0,26477.0,14538.0,11939.0,0.4509,5.0,"On Time",40.61,472.8,56.0,3334.92,3,"Low Profit","Good","No Delay","Basic","Low"
"SH0164","2025-06-11","June","Pithoragarh","PeakRoute Supply","Construction Material",206,"Low","Medium",66,5022,"Pickup Van","Rain","Medium","Yes",5,2,4523.0,3248.0,1391.0,36431.0,9162.0,27269.0,0.7485,4.7,"On Time",138.82,176.85,206.0,41316.67,4,"Medium Profit","Excellent","Minor Delay","Basic","Medium"
